"student_id","minutes_watched","paid_in_q2"
"145777","67.03","0"
"145781","130.07","0"
"145848","0.37","0"
"145863","3.83","0"
"145890","0.20","0"
"145895","1.20","0"
"145902","5.33","0"
"145920","63.37","0"
"145930","32.10","0"
"145933","21.40","0"
"145941","76.57","0"
"145968","1.40","0"
"146012","56.60","0"
"146061","0.83","0"
"146066","0.20","0"
"146067","21.80","0"
"146092","47.97","0"
"146120","3.77","0"
"146122","1.97","0"
"146129","1.10","0"
"146141","191.10","0"
"146143","19.90","0"
"146158","2.67","0"
"146161","0.67","0"
"146202","0.53","0"
"146215","20.70","0"
"146247","0.30","0"
"146266","76.07","0"
"146279","12.30","0"
"146289","0.20","0"
"146306","173.60","0"
"146312","9.67","0"
"146316","0.63","0"
"146385","0.73","0"
"146388","0.43","0"
"146399","48.87","0"
"146400","14.00","0"
"146401","3.33","0"
"146409","2.57","0"
"146499","157.23","0"
"146549","27.53","0"
"146632","0.37","0"
"146642","0.17","0"
"146656","0.33","0"
"146669","16.53","0"
"146672","5.77","0"
"146675","2.90","0"
"146708","0.93","0"
"146736","1.97","0"
"146749","59.87","0"
"146756","80.57","0"
"146778","4.07","0"
"146797","134.13","0"
"146814","0.80","0"
"146816","1.33","0"
"146822","8.50","0"
"146836","9.07","0"
"146847","231.67","0"
"146912","0.13","0"
"146925","148.90","0"
"146926","67.20","0"
"146929","4.67","0"
"146943","0.67","0"
"146965","6.90","0"
"146967","18.33","0"
"146984","5.43","0"
"147004","0.17","0"
"147046","0.27","0"
"147055","4.10","0"
"147080","114.43","0"
"147088","25.97","0"
"147089","15.57","0"
"147101","46.53","0"
"147103","35.87","0"
"147109","117.30","0"
"147131","0.30","0"
"147144","9.33","0"
"147147","27.13","0"
"147153","73.17","0"
"147156","134.50","0"
"147157","61.20","0"
"147188","11.33","0"
"147215","20.77","0"
"147220","0.37","0"
"147245","0.30","0"
"147262","60.13","0"
"147264","0.13","0"
"147275","28.57","0"
"147370","83.30","0"
"147373","0.57","0"
"147392","19.40","0"
"147406","0.90","0"
"147408","0.33","0"
"147411","17.47","0"
"147412","0.30","0"
"147421","21.97","0"
"147429","12.10","0"
"147466","0.23","0"
"147489","50.90","0"
"147535","3.97","0"
"147540","0.17","0"
"147558","46.97","0"
"147575","0.63","0"
"147578","0.30","0"
"147620","5.23","0"
"147639","111.80","0"
"147650","0.40","0"
"147656","15.83","0"
"147665","4.30","0"
"147693","7.73","0"
"147717","10.10","0"
"147748","3.20","0"
"147762","6.70","0"
"147768","3.73","0"
"147784","0.20","0"
"147787","9.93","0"
"147791","48.70","0"
"147796","99.87","0"
"147803","6.93","0"
"147829","5.00","0"
"147840","532.57","0"
"147849","33.07","0"
"147862","1.30","0"
"147877","41.30","0"
"147883","118.07","0"
"147891","10.87","0"
"147898","23.23","0"
"147904","9.67","0"
"147918","15.70","0"
"147922","356.77","0"
"147924","51.50","0"
"147925","1.20","0"
"147932","91.40","0"
"147933","1.10","0"
"147938","1.80","0"
"147941","0.47","0"
"147950","165.07","0"
"147954","20.50","0"
"147962","50.13","0"
"147963","0.20","0"
"147992","53.13","0"
"148006","49.67","0"
"148012","1.00","0"
"148059","306.60","0"
"148060","111.03","0"
"148077","20.37","0"
"148079","17.43","0"
"148101","488.57","0"
"148102","2.07","0"
"148107","72.37","0"
"148112","100.07","0"
"148119","38.70","0"
"148132","0.73","0"
"148133","47.33","0"
"148135","0.37","0"
"148137","0.30","0"
"148138","5.40","0"
"148142","91.43","0"
"148146","1.53","0"
"148148","9.13","0"
"148149","0.33","0"
"148150","2.57","0"
"148151","150.53","0"
"148153","0.97","0"
"148156","0.07","0"
"148157","27.37","0"
"148159","0.23","0"
"148162","0.97","0"
"148165","0.23","0"
"148166","19.27","0"
"148168","22.43","0"
"148170","0.50","0"
"148171","2.77","0"
"148172","1.70","0"
"148173","26.77","0"
"148174","0.93","0"
"148175","1.17","0"
"148176","1.13","0"
"148177","0.70","0"
"148178","0.47","0"
"148179","181.57","0"
"148180","0.10","0"
"148181","0.20","0"
"148182","66.40","0"
"148184","285.07","0"
"148185","0.47","0"
"148186","0.20","0"
"148187","1.40","0"
"148189","1.37","0"
