student_id,minutes_watched,paid_in_q2
20733,530.8,1
21569,2294.77,1
21633,410.53,1
21793,39.13,1
21801,4.4,1
22195,3.37,1
22351,0.47,1
22476,292.67,1
22533,1059.07,1
22653,0.17,1
23526,2.03,1
23708,1079.17,1
24006,1584.4,1
24423,2003.37,1
24434,33.8,1
24451,224.97,1
24924,455.87,1
25047,187.07,1
25057,825.97,1
25156,752.13,1
25211,1530.07,1
25308,1223.97,1
25863,186.07,1
25992,47.17,1
26922,4.83,1
26933,773.9,1
26958,354.17,1
27104,0.13,1
27576,784.07,1
29303,2441.73,1
30427,13.1,1
30439,0.17,1
31588,9.1,1
32237,899.47,1
32669,134.07,1
32973,73.23,1
33796,353.67,1
33916,5.7,1
34049,28.6,1
34081,3.87,1
34981,0.87,1
35147,36.73,1
37017,456.27,1
37860,391.93,1
38977,490.13,1
40867,45.07,1
41336,942.17,1
41451,210.83,1
41613,657.53,1
42675,3460.4,1
42928,471.6,1
44291,701.9,1
52075,0.63,1
52866,45.57,1
55709,0.17,1
58007,319.33,1
58539,48.1,1
59292,96.77,1
63369,177.4,1
70008,227.07,1
71149,2111.47,1
71758,203.8,1
75080,729.17,1
86013,11.03,1
98559,830.13,1
101613,832.7,1
102023,1991.87,1
103625,131.63,1
111107,1643.17,1
111643,46.53,1
113546,12.97,1
115084,10.6,1
115657,1049.1,1
120374,951.13,1
123732,52.73,1
134788,110.2,1
135372,91.53,1
137389,1196.6,1
137893,1512.73,1
139185,29.67,1
141064,238.6,1
142411,0.47,1
143012,180.4,1
143038,1506.03,1
143216,1744.9,1
143289,64.67,1
143305,74.33,1
143327,74.43,1
143392,557.3,1
143407,39.97,1
143444,127.0,1
143466,55.93,1
143489,1.53,1
143514,99.8,1
143519,18.93,1
143523,1494.7,1
143527,2295.1,1
143536,14.57,1
143561,1083.93,1
143597,12.1,1
143599,111.17,1
143643,1049.6,1
143691,44.47,1
143693,96.2,1
143701,751.77,1
143711,91.0,1
143746,650.0,1
143770,335.73,1
143777,129.43,1
143781,2256.97,1
143797,1010.7,1
143801,210.43,1
143853,1273.4,1
143920,62.47,1
143923,0.7,1
143958,83.9,1
144083,145.9,1
144087,0.17,1
144090,3.9,1
144119,4.5,1
144126,923.23,1
144164,1159.23,1
144208,158.37,1
144220,79.67,1
144230,43.03,1
144240,431.1,1
144273,23.13,1
144293,2225.9,1
144305,788.3,1
144343,484.57,1
144348,780.77,1
144378,2740.33,1
144381,631.73,1
144384,295.0,1
144387,143.77,1
144395,1066.0,1
144400,1087.07,1
144403,580.0,1
144426,1231.6,1
144444,131.9,1
144467,112.87,1
144492,423.9,1
144556,811.37,1
144565,1224.63,1
144599,149.77,1
144627,1377.77,1
144638,79.13,1
144644,203.0,1
144681,563.9,1
144682,872.13,1
144707,714.13,1
144713,15.3,1
144749,2044.97,1
144764,865.7,1
144786,1736.57,1
144788,1149.9,1
144789,146.67,1
144843,4491.6,1
144869,2733.87,1
144873,293.03,1
144874,1045.67,1
144900,1096.3,1
144907,1.43,1
144912,75.47,1
144929,1100.4,1
144939,1488.17,1
144956,231.8,1
144987,475.73,1
145013,543.5,1
145050,1009.5,1
145089,989.0,1
145091,261.87,1
145135,1768.87,1
145167,512.37,1
145179,37.27,1
145183,368.57,1
145185,296.7,1
145190,10.9,1
145196,90.03,1
145212,211.7,1
145230,13.93,1
145231,78.53,1
145235,48.6,1
145240,1518.3,1
145254,816.7,1
145258,700.47,1
145278,310.67,1
145281,282.93,1
145285,3770.23,1
145290,4404.23,1
145308,475.53,1
145310,9.97,1
145344,17.2,1
145345,274.53,1
145349,781.9,1
145353,973.9,1
145370,2203.8,1
145386,824.67,1
145399,0.1,1
145464,136.9,1
145477,230.47,1
145502,3006.53,1
145560,520.97,1
145569,1294.43,1
145628,0.7,1
145672,3622.5,1
145681,1128.8,1
145684,3.77,1
145730,3924.87,1
145747,74.2,1
145751,106.2,1
145754,17.67,1
145762,1219.73,1
145768,1645.7,1
145773,5.37,1
